! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON KM)      WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=NET_FLUX_DIV        
!    X       Y        Z       -DIV(Fnet)
   1.000   1.900   0.600    0.49549E-02
   1.000   1.900   0.700    0.30472E-02
   1.000   1.900   0.800    0.13655E-02
   1.000   1.900   0.900    0.44504E-03
   1.000   1.900   1.000    0.10664E-03
   1.100   0.000   0.000    0.49239E-04
   1.100   0.000   0.100    0.21495E-03
   1.100   0.000   0.200    0.64500E-03
   1.100   0.000   0.300    0.14216E-02
   1.100   0.000   0.400    0.22723E-02
   1.100   0.000   0.500    0.26405E-02
   1.100   0.000   0.600    0.22269E-02
   1.100   0.000   0.700    0.13684E-02
   1.100   0.000   0.800    0.61167E-03
   1.100   0.000   0.900    0.20135E-03
   1.100   0.000   1.000    0.45650E-04
   1.100   0.100   0.000    0.11009E-03
   1.100   0.100   0.100    0.45481E-03
   1.100   0.100   0.200    0.13711E-02
   1.100   0.100   0.300    0.30201E-02
   1.100   0.100   0.400    0.48396E-02
   1.100   0.100   0.500    0.56350E-02
   1.100   0.100   0.600    0.47661E-02
   1.100   0.100   0.700    0.29309E-02
   1.100   0.100   0.800    0.13124E-02
   1.100   0.100   0.900    0.42974E-03
   1.100   0.100   1.000    0.10279E-03
   1.100   0.200   0.000    0.21459E-03
   1.100   0.200   0.100    0.88616E-03
   1.100   0.200   0.200    0.26855E-02
   1.100   0.200   0.300    0.59262E-02
   1.100   0.200   0.400    0.95404E-02
   1.100   0.200   0.500    0.11150E-01
   1.100   0.200   0.600    0.94469E-02
   1.100   0.200   0.700    0.58050E-02
   1.100   0.200   0.800    0.25988E-02
   1.100   0.200   0.900    0.84622E-03
   1.100   0.200   1.000    0.20212E-03
   1.100   0.300   0.000    0.38381E-03
   1.100   0.300   0.100    0.15935E-02
   1.100   0.300   0.200    0.48286E-02
   1.100   0.300   0.300    0.10701E-01
   1.100   0.300   0.400    0.17330E-01
   1.100   0.300   0.500    0.20372E-01
   1.100   0.300   0.600    0.17316E-01
   1.100   0.300   0.700    0.10646E-01
   1.100   0.300   0.800    0.47593E-02
   1.100   0.300   0.900    0.15492E-02
   1.100   0.300   1.000    0.36704E-03
   1.100   0.400   0.000    0.62937E-03
   1.100   0.400   0.100    0.26123E-02
   1.100   0.400   0.200    0.79319E-02
   1.100   0.400   0.300    0.17694E-01
   1.100   0.400   0.400    0.28927E-01
   1.100   0.400   0.500    0.34329E-01
   1.100   0.400   0.600    0.29341E-01
   1.100   0.400   0.700    0.18061E-01
   1.100   0.400   0.800    0.80593E-02
   1.100   0.400   0.900    0.26168E-02
   1.100   0.400   1.000    0.61750E-03
   1.100   0.500   0.000    0.94812E-03
   1.100   0.500   0.100    0.39069E-02
   1.100   0.500   0.200    0.11879E-01
   1.100   0.500   0.300    0.26724E-01
   1.100   0.500   0.400    0.44266E-01
   1.100   0.500   0.500    0.53228E-01
   1.100   0.500   0.600    0.45880E-01
   1.100   0.500   0.700    0.28301E-01
   1.100   0.500   0.800    0.12607E-01
   1.100   0.500   0.900    0.40862E-02
   1.100   0.500   1.000    0.96597E-03
   1.100   0.600   0.000    0.12977E-02
   1.100   0.600   0.100    0.53326E-02
   1.100   0.600   0.200    0.16266E-01
   1.100   0.600   0.300    0.36951E-01
   1.100   0.600   0.400    0.62107E-01
   1.100   0.600   0.500    0.75912E-01
   1.100   0.600   0.600    0.66104E-01
   1.100   0.600   0.700    0.40935E-01
   1.100   0.600   0.800    0.18207E-01
   1.100   0.600   0.900    0.58817E-02
   1.100   0.600   1.000    0.13862E-02
   1.100   0.700   0.000    0.16377E-02
   1.100   0.700   0.100    0.67084E-02
   1.100   0.700   0.200    0.20515E-01
   1.100   0.700   0.300    0.47047E-01
   1.100   0.700   0.400    0.80270E-01
   1.100   0.700   0.500    0.99579E-01
   1.100   0.700   0.600    0.87826E-01
   1.100   0.700   0.700    0.54608E-01
   1.100   0.700   0.800    0.24264E-01
   1.100   0.700   0.900    0.78215E-02
   1.100   0.700   1.000    0.18394E-02
   1.100   0.800   0.000    0.19171E-02
   1.100   0.800   0.100    0.78426E-02
   1.100   0.800   0.200    0.24038E-01
   1.100   0.800   0.300    0.55531E-01
   1.100   0.800   0.400    0.95866E-01
   1.100   0.800   0.500    0.12059E+00
   1.100   0.800   0.600    0.10742E+00
   1.100   0.800   0.700    0.67102E-01
   1.100   0.800   0.800    0.29813E-01
   1.100   0.800   0.900    0.95949E-02
   1.100   0.800   1.000    0.22510E-02
   1.100   0.900   0.000    0.21003E-02
   1.100   0.900   0.100    0.85784E-02
   1.100   0.900   0.200    0.26358E-01
   1.100   0.900   0.300    0.61226E-01
   1.100   0.900   0.400    0.10645E+00
   1.100   0.900   0.500    0.13503E+00
   1.100   0.900   0.600    0.12120E+00
   1.100   0.900   0.700    0.76009E-01
   1.100   0.900   0.800    0.33749E-01
   1.100   0.900   0.900    0.10841E-01
   1.100   0.900   1.000    0.25419E-02
   1.100   1.000   0.000    0.21648E-02
   1.100   1.000   0.100    0.88389E-02
   1.100   1.000   0.200    0.27161E-01
   1.100   1.000   0.300    0.63209E-01
   1.100   1.000   0.400    0.11020E+00
   1.100   1.000   0.500    0.14018E+00
   1.100   1.000   0.600    0.12619E+00
   1.100   1.000   0.700    0.79220E-01
   1.100   1.000   0.800    0.35168E-01
   1.100   1.000   0.900    0.11299E-01
   1.100   1.000   1.000    0.26482E-02
   1.100   1.100   0.000    0.21003E-02
   1.100   1.100   0.100    0.85784E-02
   1.100   1.100   0.200    0.26358E-01
   1.100   1.100   0.300    0.61226E-01
   1.100   1.100   0.400    0.10645E+00
   1.100   1.100   0.500    0.13503E+00
   1.100   1.100   0.600    0.12120E+00
   1.100   1.100   0.700    0.76009E-01
   1.100   1.100   0.800    0.33749E-01
   1.100   1.100   0.900    0.10841E-01
   1.100   1.100   1.000    0.25419E-02
   1.100   1.200   0.000    0.19171E-02
   1.100   1.200   0.100    0.78426E-02
   1.100   1.200   0.200    0.24038E-01
   1.100   1.200   0.300    0.55531E-01
   1.100   1.200   0.400    0.95866E-01
   1.100   1.200   0.500    0.12059E+00
   1.100   1.200   0.600    0.10742E+00
   1.100   1.200   0.700    0.67102E-01
   1.100   1.200   0.800    0.29813E-01
   1.100   1.200   0.900    0.95949E-02
   1.100   1.200   1.000    0.22510E-02
   1.100   1.300   0.000    0.16377E-02
   1.100   1.300   0.100    0.67084E-02
   1.100   1.300   0.200    0.20515E-01
   1.100   1.300   0.300    0.47047E-01
   1.100   1.300   0.400    0.80270E-01
   1.100   1.300   0.500    0.99579E-01
   1.100   1.300   0.600    0.87826E-01
   1.100   1.300   0.700    0.54608E-01
   1.100   1.300   0.800    0.24264E-01
   1.100   1.300   0.900    0.78215E-02
   1.100   1.300   1.000    0.18394E-02
   1.100   1.400   0.000    0.12977E-02
   1.100   1.400   0.100    0.53326E-02
   1.100   1.400   0.200    0.16266E-01
   1.100   1.400   0.300    0.36951E-01
   1.100   1.400   0.400    0.62107E-01
   1.100   1.400   0.500    0.75912E-01
   1.100   1.400   0.600    0.66104E-01
   1.100   1.400   0.700    0.40935E-01
   1.100   1.400   0.800    0.18207E-01
   1.100   1.400   0.900    0.58817E-02
   1.100   1.400   1.000    0.13862E-02
   1.100   1.500   0.000    0.94812E-03
   1.100   1.500   0.100    0.39069E-02
   1.100   1.500   0.200    0.11879E-01
   1.100   1.500   0.300    0.26724E-01
   1.100   1.500   0.400    0.44266E-01
   1.100   1.500   0.500    0.53228E-01
   1.100   1.500   0.600    0.45880E-01
   1.100   1.500   0.700    0.28301E-01
   1.100   1.500   0.800    0.12607E-01
   1.100   1.500   0.900    0.40862E-02
   1.100   1.500   1.000    0.96597E-03
   1.100   1.600   0.000    0.62937E-03
   1.100   1.600   0.100    0.26123E-02
   1.100   1.600   0.200    0.79319E-02
   1.100   1.600   0.300    0.17694E-01
   1.100   1.600   0.400    0.28927E-01
   1.100   1.600   0.500    0.34329E-01
   1.100   1.600   0.600    0.29341E-01
   1.100   1.600   0.700    0.18061E-01
   1.100   1.600   0.800    0.80593E-02
   1.100   1.600   0.900    0.26168E-02
   1.100   1.600   1.000    0.61750E-03
   1.100   1.700   0.000    0.38381E-03
   1.100   1.700   0.100    0.15935E-02
   1.100   1.700   0.200    0.48286E-02
   1.100   1.700   0.300    0.10701E-01
   1.100   1.700   0.400    0.17330E-01
   1.100   1.700   0.500    0.20372E-01
   1.100   1.700   0.600    0.17316E-01
   1.100   1.700   0.700    0.10646E-01
   1.100   1.700   0.800    0.47593E-02
   1.100   1.700   0.900    0.15492E-02
   1.100   1.700   1.000    0.36704E-03
   1.100   1.800   0.000    0.21459E-03
   1.100   1.800   0.100    0.88616E-03
   1.100   1.800   0.200    0.26855E-02
   1.100   1.800   0.300    0.59262E-02
   1.100   1.800   0.400    0.95404E-02
   1.100   1.800   0.500    0.11150E-01
   1.100   1.800   0.600    0.94469E-02
   1.100   1.800   0.700    0.58050E-02
   1.100   1.800   0.800    0.25988E-02
   1.100   1.800   0.900    0.84622E-03
   1.100   1.800   1.000    0.20212E-03
   1.100   1.900   0.000    0.11009E-03
   1.100   1.900   0.100    0.45481E-03
   1.100   1.900   0.200    0.13711E-02
   1.100   1.900   0.300    0.30201E-02
   1.100   1.900   0.400    0.48396E-02
   1.100   1.900   0.500    0.56350E-02
   1.100   1.900   0.600    0.47661E-02
   1.100   1.900   0.700    0.29309E-02
   1.100   1.900   0.800    0.13124E-02
   1.100   1.900   0.900    0.42974E-03
   1.100   1.900   1.000    0.10279E-03
   1.200   0.000   0.000    0.45318E-04
   1.200   0.000   0.100    0.19137E-03
   1.200   0.000   0.200    0.57500E-03
   1.200   0.000   0.300    0.12674E-02
   1.200   0.000   0.400    0.20234E-02
   1.200   0.000   0.500    0.23469E-02
   1.200   0.000   0.600    0.19800E-02
   1.200   0.000   0.700    0.12166E-02
   1.200   0.000   0.800    0.54337E-03
   1.200   0.000   0.900    0.17855E-03
   1.200   0.000   1.000    0.41842E-04
   1.200   0.100   0.000    0.97997E-04
   1.200   0.100   0.100    0.40315E-03
   1.200   0.100   0.200    0.12187E-02
   1.200   0.100   0.300    0.26846E-02
   1.200   0.100   0.400    0.43044E-02
   1.200   0.100   0.500    0.50106E-02
   1.200   0.100   0.600    0.42341E-02
   1.200   0.100   0.700    0.26005E-02
   1.200   0.100   0.800    0.11642E-02
   1.200   0.100   0.900    0.38027E-03
   1.200   0.100   1.000    0.91357E-04
   1.200   0.200   0.000    0.18972E-03
   1.200   0.200   0.100    0.78477E-03
   1.200   0.200   0.200    0.23806E-02
   1.200   0.200   0.300    0.52627E-02
   1.200   0.200   0.400    0.84782E-02
   1.200   0.200   0.500    0.99091E-02
   1.200   0.200   0.600    0.83900E-02
   1.200   0.200   0.700    0.51526E-02
   1.200   0.200   0.800    0.23049E-02
   1.200   0.200   0.900    0.75072E-03
   1.200   0.200   1.000    0.17918E-03
   1.200   0.300   0.000    0.33642E-03
   1.200   0.300   0.100    0.14013E-02
   1.200   0.300   0.200    0.42637E-02
   1.200   0.300   0.300    0.94826E-02
   1.200   0.300   0.400    0.15382E-01
   1.200   0.300   0.500    0.18104E-01
   1.200   0.300   0.600    0.15376E-01
   1.200   0.300   0.700    0.94513E-02
   1.200   0.300   0.800    0.42214E-02
   1.200   0.300   0.900    0.13725E-02
   1.200   0.300   1.000    0.32479E-03
   1.200   0.400   0.000    0.54773E-03
   1.200   0.400   0.100    0.22789E-02
   1.200   0.400   0.200    0.69591E-02
   1.200   0.400   0.300    0.15611E-01
   1.200   0.400   0.400    0.25634E-01
   1.200   0.400   0.500    0.30481E-01
   1.200   0.400   0.600    0.26052E-01
   1.200   0.400   0.700    0.16021E-01
   1.200   0.400   0.800    0.71449E-02
   1.200   0.400   0.900    0.23190E-02
   1.200   0.400   1.000    0.54799E-03
   1.200   0.500   0.000    0.81102E-03
   1.200   0.500   0.100    0.33702E-02
   1.200   0.500   0.200    0.10338E-01
   1.200   0.500   0.300    0.23459E-01
   1.200   0.500   0.400    0.39120E-01
   1.200   0.500   0.500    0.47210E-01
   1.200   0.500   0.600    0.40720E-01
   1.200   0.500   0.700    0.25098E-01
   1.200   0.500   0.800    0.11171E-01
   1.200   0.500   0.900    0.36186E-02
   1.200   0.500   1.000    0.85339E-03
   1.200   0.600   0.000    0.10996E-02
   1.200   0.600   0.100    0.45498E-02
   1.200   0.600   0.200    0.14034E-01
   1.200   0.600   0.300    0.32258E-01
   1.200   0.600   0.400    0.54744E-01
   1.200   0.600   0.500    0.67209E-01
   1.200   0.600   0.600    0.58679E-01
   1.200   0.600   0.700    0.36300E-01
   1.200   0.600   0.800    0.16129E-01
   1.200   0.600   0.900    0.52105E-02
   1.200   0.600   1.000    0.12300E-02
   1.200   0.700   0.000    0.13660E-02
   1.200   0.700   0.100    0.56647E-02
   1.200   0.700   0.200    0.17562E-01
   1.200   0.700   0.300    0.40838E-01
   1.200   0.700   0.400    0.70470E-01
   1.200   0.700   0.500    0.88074E-01
   1.200   0.700   0.600    0.77871E-01
   1.200   0.700   0.700    0.48412E-01
   1.200   0.700   0.800    0.21494E-01
   1.200   0.700   0.900    0.69285E-02
   1.200   0.700   1.000    0.16277E-02
   1.200   0.800   0.000    0.15860E-02
   1.200   0.800   0.100    0.65676E-02
   1.200   0.800   0.200    0.20451E-01
   1.200   0.800   0.300    0.48008E-01
   1.200   0.800   0.400    0.83912E-01
   1.200   0.800   0.500    0.10644E+00
   1.200   0.800   0.600    0.95197E-01
   1.200   0.800   0.700    0.59509E-01
   1.200   0.800   0.800    0.26405E-01
   1.200   0.800   0.900    0.84946E-02
   1.200   0.800   1.000    0.19953E-02
   1.200   0.900   0.000    0.17249E-02
   1.200   0.900   0.100    0.71527E-02
   1.200   0.900   0.200    0.22339E-01
   1.200   0.900   0.300    0.52710E-01
   1.200   0.900   0.400    0.92938E-01
   1.200   0.900   0.500    0.11905E+00
   1.200   0.900   0.600    0.10731E+00
   1.200   0.900   0.700    0.67314E-01
   1.200   0.900   0.800    0.29884E-01
   1.200   0.900   0.900    0.96010E-02
   1.200   0.900   1.000    0.22502E-02
   1.200   1.000   0.000    0.17744E-02
   1.200   1.000   0.100    0.73554E-02
   1.200   1.000   0.200    0.22993E-01
   1.200   1.000   0.300    0.54377E-01
   1.200   1.000   0.400    0.96160E-01
   1.200   1.000   0.500    0.12353E+00
   1.200   1.000   0.600    0.11172E+00
   1.200   1.000   0.700    0.70174E-01
   1.200   1.000   0.800    0.31143E-01
   1.200   1.000   0.900    0.10001E-01
   1.200   1.000   1.000    0.23444E-02
   1.200   1.100   0.000    0.17249E-02
   1.200   1.100   0.100    0.71527E-02
   1.200   1.100   0.200    0.22339E-01
   1.200   1.100   0.300    0.52710E-01
   1.200   1.100   0.400    0.92938E-01
   1.200   1.100   0.500    0.11905E+00
   1.200   1.100   0.600    0.10731E+00
   1.200   1.100   0.700    0.67314E-01
   1.200   1.100   0.800    0.29884E-01
   1.200   1.100   0.900    0.96010E-02
   1.200   1.100   1.000    0.22502E-02
   1.200   1.200   0.000    0.15860E-02
   1.200   1.200   0.100    0.65676E-02
   1.200   1.200   0.200    0.20451E-01
   1.200   1.200   0.300    0.48008E-01
   1.200   1.200   0.400    0.83912E-01
   1.200   1.200   0.500    0.10644E+00
   1.200   1.200   0.600    0.95197E-01
   1.200   1.200   0.700    0.59509E-01
   1.200   1.200   0.800    0.26405E-01
   1.200   1.200   0.900    0.84946E-02
   1.200   1.200   1.000    0.19953E-02
   1.200   1.300   0.000    0.13660E-02
   1.200   1.300   0.100    0.56647E-02
   1.200   1.300   0.200    0.17562E-01
   1.200   1.300   0.300    0.40838E-01
   1.200   1.300   0.400    0.70470E-01
   1.200   1.300   0.500    0.88074E-01
   1.200   1.300   0.600    0.77871E-01
   1.200   1.300   0.700    0.48412E-01
   1.200   1.300   0.800    0.21494E-01
   1.200   1.300   0.900    0.69285E-02
   1.200   1.300   1.000    0.16277E-02
   1.200   1.400   0.000    0.10996E-02
   1.200   1.400   0.100    0.45498E-02
   1.200   1.400   0.200    0.14034E-01
   1.200   1.400   0.300    0.32258E-01
   1.200   1.400   0.400    0.54744E-01
   1.200   1.400   0.500    0.67209E-01
   1.200   1.400   0.600    0.58679E-01
   1.200   1.400   0.700    0.36300E-01
   1.200   1.400   0.800    0.16129E-01
   1.200   1.400   0.900    0.52105E-02
   1.200   1.400   1.000    0.12300E-02
   1.200   1.500   0.000    0.81102E-03
   1.200   1.500   0.100    0.33702E-02
   1.200   1.500   0.200    0.10338E-01
   1.200   1.500   0.300    0.23459E-01
   1.200   1.500   0.400    0.39120E-01
   1.200   1.500   0.500    0.47210E-01
   1.200   1.500   0.600    0.40720E-01
   1.200   1.500   0.700    0.25098E-01
   1.200   1.500   0.800    0.11171E-01
   1.200   1.500   0.900    0.36186E-02
   1.200   1.500   1.000    0.85339E-03
   1.200   1.600   0.000    0.54773E-03
   1.200   1.600   0.100    0.22789E-02
   1.200   1.600   0.200    0.69591E-02
   1.200   1.600   0.300    0.15611E-01
   1.200   1.600   0.400    0.25634E-01
   1.200   1.600   0.500    0.30481E-01
   1.200   1.600   0.600    0.26052E-01
   1.200   1.600   0.700    0.16021E-01
   1.200   1.600   0.800    0.71449E-02
   1.200   1.600   0.900    0.23190E-02
   1.200   1.600   1.000    0.54799E-03
   1.200   1.700   0.000    0.33642E-03
   1.200   1.700   0.100    0.14013E-02
   1.200   1.700   0.200    0.42637E-02
   1.200   1.700   0.300    0.94826E-02
   1.200   1.700   0.400    0.15382E-01
   1.200   1.700   0.500    0.18104E-01
   1.200   1.700   0.600    0.15376E-01
   1.200   1.700   0.700    0.94513E-02
   1.200   1.700   0.800    0.42214E-02
   1.200   1.700   0.900    0.13725E-02
   1.200   1.700   1.000    0.32479E-03
   1.200   1.800   0.000    0.18972E-03
   1.200   1.800   0.100    0.78477E-03
   1.200   1.800   0.200    0.23806E-02
   1.200   1.800   0.300    0.52627E-02
   1.200   1.800   0.400    0.84782E-02
   1.200   1.800   0.500    0.99091E-02
   1.200   1.800   0.600    0.83900E-02
   1.200   1.800   0.700    0.51526E-02
   1.200   1.800   0.800    0.23049E-02
   1.200   1.800   0.900    0.75072E-03
   1.200   1.800   1.000    0.17918E-03
   1.200   1.900   0.000    0.97997E-04
   1.200   1.900   0.100    0.40315E-03
   1.200   1.900   0.200    0.12187E-02
   1.200   1.900   0.300    0.26846E-02
   1.200   1.900   0.400    0.43044E-02
   1.200   1.900   0.500    0.50106E-02
   1.200   1.900   0.600    0.42341E-02
   1.200   1.900   0.700    0.26005E-02
   1.200   1.900   0.800    0.11642E-02
   1.200   1.900   0.900    0.38027E-03
   1.200   1.900   1.000    0.91357E-04
   1.300   0.000   0.000    0.37203E-04
   1.300   0.000   0.100    0.15521E-03
   1.300   0.000   0.200    0.47185E-03
   1.300   0.000   0.300    0.10398E-02
   1.300   0.000   0.400    0.16578E-02
   1.300   0.000   0.500    0.19266E-02
   1.300   0.000   0.600    0.16202E-02
   1.300   0.000   0.700    0.99593E-03
   1.300   0.000   0.800    0.44465E-03
   1.300   0.000   0.900    0.14437E-03
   1.300   0.000   1.000    0.34236E-04
   1.300   0.100   0.000    0.77649E-04
   1.300   0.100   0.100    0.33105E-03
   1.300   0.100   0.200    0.10016E-02
   1.300   0.100   0.300    0.22050E-02
   1.300   0.100   0.400    0.35307E-02
   1.300   0.100   0.500    0.41107E-02
   1.300   0.100   0.600    0.34689E-02
   1.300   0.100   0.700    0.21319E-02
   1.300   0.100   0.800    0.95506E-03
   1.300   0.100   0.900    0.31182E-03
   1.300   0.100   1.000    0.72324E-04
   1.300   0.200   0.000    0.15286E-03
   1.300   0.200   0.100    0.64024E-03
   1.300   0.200   0.200    0.19514E-02
   1.300   0.200   0.300    0.43184E-02
   1.300   0.200   0.400    0.69564E-02
   1.300   0.200   0.500    0.81290E-02
   1.300   0.200   0.600    0.68761E-02
   1.300   0.200   0.700    0.42224E-02
   1.300   0.200   0.800    0.18888E-02
   1.300   0.200   0.900    0.61339E-03
   1.300   0.200   1.000    0.14484E-03
   1.300   0.300   0.000    0.27423E-03
   1.300   0.300   0.100    0.11399E-02
   1.300   0.300   0.200    0.34795E-02
   1.300   0.300   0.300    0.77634E-02
   1.300   0.300   0.400    0.12624E-01
   1.300   0.300   0.500    0.14847E-01
   1.300   0.300   0.600    0.12607E-01
   1.300   0.300   0.700    0.77349E-02
   1.300   0.300   0.800    0.34530E-02
   1.300   0.300   0.900    0.11234E-02
   1.300   0.300   1.000    0.26734E-03
   1.300   0.400   0.000    0.43930E-03
   1.300   0.400   0.100    0.18420E-02
   1.300   0.400   0.200    0.56528E-02
   1.300   0.400   0.300    0.12765E-01
   1.300   0.400   0.400    0.21017E-01
   1.300   0.400   0.500    0.24999E-01
   1.300   0.400   0.600    0.21347E-01
   1.300   0.400   0.700    0.13116E-01
   1.300   0.400   0.800    0.58395E-02
   1.300   0.400   0.900    0.18986E-02
   1.300   0.400   1.000    0.44797E-03
   1.300   0.500   0.000    0.64409E-03
   1.300   0.500   0.100    0.26979E-02
   1.300   0.500   0.200    0.83597E-02
   1.300   0.500   0.300    0.19125E-01
   1.300   0.500   0.400    0.32051E-01
   1.300   0.500   0.500    0.38717E-01
   1.300   0.500   0.600    0.33364E-01
   1.300   0.500   0.700    0.20532E-01
   1.300   0.500   0.800    0.91343E-02
   1.300   0.500   0.900    0.29586E-02
   1.300   0.500   1.000    0.69879E-03
   1.300   0.600   0.000    0.86073E-03
   1.300   0.600   0.100    0.36110E-02
   1.300   0.600   0.200    0.11284E-01
   1.300   0.600   0.300    0.26218E-01
   1.300   0.600   0.400    0.44779E-01
   1.300   0.600   0.500    0.55080E-01
   1.300   0.600   0.600    0.48049E-01
   1.300   0.600   0.700    0.29688E-01
   1.300   0.600   0.800    0.13184E-01
   1.300   0.600   0.900    0.42606E-02
   1.300   0.600   1.000    0.10049E-02
   1.300   0.700   0.000    0.10593E-02
   1.300   0.700   0.100    0.44558E-02
   1.300   0.700   0.200    0.14039E-01
   1.300   0.700   0.300    0.33085E-01
   1.300   0.700   0.400    0.57570E-01
   1.300   0.700   0.500    0.72167E-01
   1.300   0.700   0.600    0.63766E-01
   1.300   0.700   0.700    0.39579E-01
   1.300   0.700   0.800    0.17555E-01
   1.300   0.700   0.900    0.56581E-02
   1.300   0.700   1.000    0.13315E-02
   1.300   0.800   0.000    0.12171E-02
   1.300   0.800   0.100    0.51370E-02
   1.300   0.800   0.200    0.16281E-01
   1.300   0.800   0.300    0.38772E-01
   1.300   0.800   0.400    0.68465E-01
   1.300   0.800   0.500    0.87184E-01
   1.300   0.800   0.600    0.77952E-01
   1.300   0.800   0.700    0.48623E-01
   1.300   0.800   0.800    0.21562E-01
   1.300   0.800   0.900    0.69371E-02
   1.300   0.800   1.000    0.16279E-02
   1.300   0.900   0.000    0.13199E-02
   1.300   0.900   0.100    0.55733E-02
   1.300   0.900   0.200    0.17737E-01
   1.300   0.900   0.300    0.42514E-01
   1.300   0.900   0.400    0.75756E-01
   1.300   0.900   0.500    0.97438E-01
   1.300   0.900   0.600    0.87875E-01
   1.300   0.900   0.700    0.55024E-01
   1.300   0.900   0.800    0.24397E-01
   1.300   0.900   0.900    0.78361E-02
   1.300   0.900   1.000    0.18390E-02
   1.300   1.000   0.000    0.13567E-02
   1.300   1.000   0.100    0.57280E-02
   1.300   1.000   0.200    0.18238E-01
   1.300   1.000   0.300    0.43800E-01
   1.300   1.000   0.400    0.78335E-01
   1.300   1.000   0.500    0.10109E+00
   1.300   1.000   0.600    0.91461E-01
   1.300   1.000   0.700    0.57318E-01
   1.300   1.000   0.800    0.25421E-01
   1.300   1.000   0.900    0.81669E-02
   1.300   1.000   1.000    0.19173E-02
   1.300   1.100   0.000    0.13199E-02
   1.300   1.100   0.100    0.55733E-02
   1.300   1.100   0.200    0.17737E-01
   1.300   1.100   0.300    0.42514E-01
   1.300   1.100   0.400    0.75756E-01
   1.300   1.100   0.500    0.97438E-01
   1.300   1.100   0.600    0.87875E-01
   1.300   1.100   0.700    0.55024E-01
   1.300   1.100   0.800    0.24397E-01
   1.300   1.100   0.900    0.78361E-02
   1.300   1.100   1.000    0.18390E-02
   1.300   1.200   0.000    0.12171E-02
   1.300   1.200   0.100    0.51370E-02
   1.300   1.200   0.200    0.16281E-01
   1.300   1.200   0.300    0.38772E-01
   1.300   1.200   0.400    0.68465E-01
   1.300   1.200   0.500    0.87184E-01
   1.300   1.200   0.600    0.77952E-01
   1.300   1.200   0.700    0.48623E-01
   1.300   1.200   0.800    0.21562E-01
   1.300   1.200   0.900    0.69371E-02
   1.300   1.200   1.000    0.16279E-02
   1.300   1.300   0.000    0.10593E-02
   1.300   1.300   0.100    0.44558E-02
   1.300   1.300   0.200    0.14039E-01
   1.300   1.300   0.300    0.33085E-01
   1.300   1.300   0.400    0.57570E-01
   1.300   1.300   0.500    0.72167E-01
   1.300   1.300   0.600    0.63766E-01
   1.300   1.300   0.700    0.39579E-01
   1.300   1.300   0.800    0.17555E-01
   1.300   1.300   0.900    0.56581E-02
   1.300   1.300   1.000    0.13315E-02
   1.300   1.400   0.000    0.86073E-03
   1.300   1.400   0.100    0.36110E-02
   1.300   1.400   0.200    0.11284E-01
   1.300   1.400   0.300    0.26218E-01
   1.300   1.400   0.400    0.44779E-01
   1.300   1.400   0.500    0.55080E-01
   1.300   1.400   0.600    0.48049E-01
   1.300   1.400   0.700    0.29688E-01
   1.300   1.400   0.800    0.13184E-01
   1.300   1.400   0.900    0.42606E-02
   1.300   1.400   1.000    0.10049E-02
   1.300   1.500   0.000    0.64409E-03
   1.300   1.500   0.100    0.26979E-02
   1.300   1.500   0.200    0.83597E-02
   1.300   1.500   0.300    0.19125E-01
   1.300   1.500   0.400    0.32051E-01
   1.300   1.500   0.500    0.38717E-01
   1.300   1.500   0.600    0.33364E-01
   1.300   1.500   0.700    0.20532E-01
   1.300   1.500   0.800    0.91343E-02
   1.300   1.500   0.900    0.29586E-02
   1.300   1.500   1.000    0.69879E-03
   1.300   1.600   0.000    0.43930E-03
   1.300   1.600   0.100    0.18420E-02
   1.300   1.600   0.200    0.56528E-02
   1.300   1.600   0.300    0.12765E-01
   1.300   1.600   0.400    0.21017E-01
   1.300   1.600   0.500    0.24999E-01
   1.300   1.600   0.600    0.21347E-01
   1.300   1.600   0.700    0.13116E-01
   1.300   1.600   0.800    0.58395E-02
   1.300   1.600   0.900    0.18986E-02
   1.300   1.600   1.000    0.44797E-03
   1.300   1.700   0.000    0.27423E-03
   1.300   1.700   0.100    0.11399E-02
   1.300   1.700   0.200    0.34795E-02
   1.300   1.700   0.300    0.77634E-02
